,Location,Year,Fuel_Type,Transmission,Owner_Type,Seats,Price,km_per_unit_fuel,engine_num,power_num,new_price_num,Brand,Model,price_log,kilometers_driven_log
192,Chennai,2010,Diesel,Manual,First,5.0,2.6,20.0,1399.0,68.0,7.65,ford,figo,0.9555114450274363,11.695247021764184
193,Mumbai,2016,Diesel,Manual,First,7.0,8.5,25.47,1248.0,88.5,12.74,maruti,ertiga,2.1400661634962708,10.404262840448617
194,Ahmedabad,2007,Petrol,Manual,First,5.0,2.95,0.0,1497.0,117.3,13.58,honda,city,1.0818051703517284,11.002199836204571
195,Kolkata,2014,Diesel,Manual,First,5.0,3.5,25.8,1498.0,98.6,8.54,honda,amaze,1.252762968495368,10.858998997563564
196,Jaipur,2015,Petrol,Manual,First,5.0,3.55,20.36,1197.0,78.9,10.25,hyundai,i10,1.2669476034873244,10.682147070420287
197,Kolkata,2013,Diesel,Manual,First,5.0,3.25,25.8,1498.0,98.6,8.54,honda,amaze,1.1786549963416462,10.819778284410283
198,Hyderabad,2008,Diesel,Manual,First,5.0,4.5,17.5,1896.0,106.0,25.83,skoda,laura,1.5040773967762742,11.635143097694478
199,Delhi,2014,Diesel,Manual,First,5.0,5.35,19.87,1461.0,83.8,15.05,renault,duster,1.6770965609079151,11.407564949312402
200,Chennai,2017,Diesel,Manual,Second,7.0,6.5,17.45,1493.0,100.0,10.52,mahindra,nuvosport,1.8718021769015913,10.275051108968611
201,Mumbai,2016,Diesel,Manual,First,5.0,9.0,24.3,1248.0,88.5,11.98,maruti,vitara,2.1972245773362196,9.903487552536127
202,Kochi,2016,Petrol,Manual,First,5.0,6.0,18.6,1197.0,81.83,10.25,hyundai,i20,1.791759469228055,11.018825845119824
203,Jaipur,2009,Petrol,Manual,First,5.0,2.75,14.7,1390.0,85.0,10.25,skoda,fabia,1.0116009116784799,11.378925391103238
204,Pune,2010,Petrol,Manual,First,5.0,1.5,15.64,1193.0,64.1,7.650000000000001,tata,indigo,0.4054651081081644,11.16336798880036
205,Delhi,2015,Diesel,Automatic,First,5.0,19.9,15.73,1968.0,174.33,44.8,audi,q3,2.990719731730447,11.068246443685663
206,Mumbai,2014,Petrol,Automatic,First,5.0,10.0,14.7,1798.0,177.5,25.83,skoda,octavia,2.302585092994046,11.238488619268468
207,Delhi,2014,Diesel,Manual,First,5.0,3.0,23.59,1364.0,67.06,8.525,toyota,etios,1.0986122886681098,11.55214617812351
208,Kolkata,2010,Petrol,Manual,First,5.0,2.11,16.1,1248.0,74.0,7.88,maruti,swift,0.7466879474879751,10.645448706505872
209,Kochi,2014,Petrol,Automatic,First,5.0,11.96,14.8,1595.0,120.7,37.03,mercedes-benz,b,2.481567748522486,10.525272986610377
210,Kolkata,2013,Diesel,Manual,First,5.0,3.25,27.4,1498.0,98.6,8.54,honda,amaze,1.1786549963416462,10.714417768752456
211,Jaipur,2012,Diesel,Manual,Second,5.0,4.75,22.32,1582.0,126.32,14.254999999999999,hyundai,verna,1.55814461804655,11.677057592563973
212,Mumbai,2014,Diesel,Manual,First,5.0,5.95,20.46,1461.0,83.8,15.05,renault,duster,1.7833912195575383,10.308952660644293
213,Delhi,2015,Petrol,Manual,Second,5.0,8.15,15.29,1591.0,121.3,16.06,hyundai,creta,2.0980179272527715,10.205701030833819
214,Mumbai,2016,Petrol,Automatic,First,5.0,4.22,20.51,998.0,67.0,5.51,maruti,wagon,1.4398351280479205,9.047821442478408
215,Kolkata,2010,Petrol,Automatic,First,5.0,10.5,11.74,1796.0,186.0,49.49,mercedes-benz,new,2.3513752571634776,10.325481962595504
216,Delhi,2012,Diesel,Automatic,First,5.0,45.0,11.8,2967.0,246.7,113.98666666666668,audi,a8,3.8066624897703196,10.933106969717286
217,Pune,2012,Petrol,Manual,Second,5.0,2.9,19.81,1086.0,68.05,4.55,hyundai,i10,1.0647107369924282,10.691944912900398
218,Mumbai,2017,Petrol,Automatic,First,5.0,8.9,14.3,1598.0,103.52,14.22,skoda,rapid,2.186051276738094,9.259130536145614
219,Hyderabad,2017,Petrol,Automatic,First,5.0,26.0,14.67,1798.0,177.46,33.58,skoda,superb,3.258096538021482,10.165851817003619
220,Coimbatore,2018,Petrol,Manual,First,5.0,8.22,17.19,1197.0,81.86,10.25,hyundai,i20,2.1065702090680887,10.133249156151914
221,Kolkata,2014,Diesel,Manual,Second,5.0,3.5,25.8,1498.0,98.6,8.54,honda,amaze,1.252762968495368,11.06663836234181
222,Chennai,2004,Petrol,Manual,Second,5.0,1.25,18.9,998.0,67.1,5.51,maruti,wagon,0.22314355131420976,11.018629143155449
223,Hyderabad,2013,Diesel,Manual,First,5.0,3.7,21.03,1461.0,65.0,9.12,mahindra,verito,1.308332819650179,11.580584113444043
224,Coimbatore,2018,Diesel,Automatic,First,5.0,39.41,19.27,2143.0,167.62,49.49,mercedes-benz,new,3.6740195912069122,10.280587479087396
225,Kolkata,2013,Petrol,Manual,First,5.0,2.65,22.5,998.0,67.04,5.29,maruti,wagon,0.9745596399981308,10.373491181781864
226,Coimbatore,2015,Diesel,Manual,Second,5.0,8.92,19.01,1461.0,108.5,16.65,nissan,terrano,2.188295946591918,10.740150490648064
227,Delhi,2013,Diesel,Manual,First,5.0,4.1,17.8,1248.0,74.0,7.88,maruti,swift,1.410986973710262,10.757902880692196
228,Kochi,2017,Petrol,Automatic,First,4.0,35.67,16.82,1998.0,189.08,44.28,mini,cooper,3.5743099993708003,10.17835030752565
229,Bangalore,2015,Diesel,Manual,First,5.0,3.6,0.0,1498.0,99.0,7.65,ford,figo,1.2809338454620642,11.162459775080668
230,Jaipur,2007,Diesel,Manual,Second,5.0,0.85,17.2,1396.0,53.5,7.650000000000001,tata,indica,-0.16251892949777494,12.206072645530174
231,Kochi,2016,Petrol,Manual,Second,5.0,3.32,18.6,1199.0,76.8,9.496666666666668,chevrolet,beat,1.199964782928397,11.015558860888394
232,Mumbai,2012,Diesel,Manual,First,5.0,3.6,22.07,1199.0,73.9,10.15,volkswagen,polo,1.2809338454620642,10.714417768752456
233,Hyderabad,2016,Diesel,Manual,First,5.0,6.8,22.9,1248.0,74.0,7.88,maruti,swift,1.916922612182061,11.06663836234181
234,Kolkata,2012,Diesel,Manual,First,5.0,2.5,20.0,1399.0,68.05,7.65,ford,figo,0.9162907318741551,10.628230294685824
235,Kochi,2019,Diesel,Automatic,First,7.0,19.64,11.36,2755.0,171.5,20.74,toyota,innova,2.97756830292632,9.558529412264617
236,Mumbai,2011,Diesel,Automatic,Second,7.0,7.0,11.72,2199.0,194.3,120.0,hyundai,santa,1.9459101490553132,11.112447898373103
237,Kolkata,2011,Petrol,Manual,First,5.0,3.87,17.4,1497.0,117.3,11.74,honda,city,1.3532545070416904,10.391208302587023
238,Kochi,2018,Petrol,Manual,First,5.0,6.27,18.6,1197.0,81.83,10.25,hyundai,i20,1.8357763546448294,9.613135251528469
239,Kochi,2015,Diesel,Automatic,First,5.0,18.12,19.27,2143.0,167.62,49.49,mercedes-benz,new,2.8970163006148333,10.932749763069445
240,Mumbai,2013,Diesel,Manual,First,5.0,2.65,25.44,936.0,57.6,5.510000000000001,chevrolet,beat,0.9745596399981308,11.211820372186306
241,Kochi,2015,Diesel,Manual,First,5.0,7.2,22.54,1396.0,88.73,10.25,hyundai,i20,1.9740810260220096,10.948118727337723
242,Coimbatore,2015,Diesel,Manual,First,7.0,14.3,12.99,2494.0,100.6,24.01,toyota,innova,2.6602595372658615,11.706631966630747
243,Chennai,2013,Diesel,Manual,First,7.0,6.9,20.77,1248.0,88.76,11.27,maruti,ertiga,1.9315214116032138,10.858998997563564
244,Mumbai,2014,Diesel,Manual,First,7.0,10.75,12.8,2494.0,102.0,24.01,toyota,innova,2.3749057545736716,11.678439903447801
245,Mumbai,2007,Petrol,Manual,Third,5.0,0.95,17.0,1086.0,62.1,4.55,hyundai,santro,-0.05129329438755058,11.184421397998193
246,Kochi,2016,Petrol,Manual,First,5.0,8.09,17.8,1497.0,117.3,13.58,honda,city,2.0906287310704004,10.43161267338018
247,Ahmedabad,2014,Diesel,Automatic,First,5.0,18.5,17.05,1995.0,184.0,48.18,bmw,x1,2.917770732084279,11.314498916192855
248,Mumbai,2017,Diesel,Manual,First,5.0,4.75,24.0,1120.0,70.0,7.45,hyundai,grand,1.55814461804655,10.404262840448617
249,Chennai,2016,Diesel,Manual,First,5.0,8.45,28.09,1248.0,88.5,11.11,maruti,ciaz,2.134166441369082,10.4341158035983
250,Kolkata,2012,Diesel,Manual,First,5.0,3.5,20.5,1598.0,103.6,14.22,skoda,rapid,1.252762968495368,10.915088464214607
251,Kochi,2006,Diesel,Manual,First,5.0,1.8,13.1,1493.0,82.0,13.58,hyundai,accent,0.5877866649021191,11.986285953653564
252,Jaipur,2014,Diesel,Manual,Second,5.0,3.7,19.91,1498.0,103.6,10.15,volkswagen,polo,1.308332819650179,11.002099841204238
253,Coimbatore,2017,Petrol,Manual,First,5.0,7.17,18.7,1199.0,88.7,9.6,honda,jazz,1.969905654611529,10.811241953387997
254,Jaipur,2010,Petrol,Manual,First,5.0,1.75,19.81,1086.0,68.05,4.55,hyundai,i10,0.5596157879354227,11.326595886778735
255,Kochi,2018,Diesel,Automatic,First,5.0,21.99,16.38,1995.0,183.0,27.825,hyundai,tucson,3.09058780456667,10.846342315535834
256,Pune,2017,Diesel,Manual,First,7.0,18.65,13.68,2393.0,147.8,25.52,toyota,innova,2.9258461460898246,10.668955394675699
257,Jaipur,2011,Petrol,Manual,Third,5.0,1.85,19.7,796.0,35.0,4.36,maruti,omni,0.6151856390902335,10.46310334047155
258,Coimbatore,2017,Petrol,Manual,Second,5.0,5.95,20.4,1197.0,81.8,7.88,maruti,swift,1.7833912195575383,10.23537787965223
259,Mumbai,2014,Petrol,Manual,First,5.0,3.75,18.9,1197.0,82.0,7.45,hyundai,grand,1.3217558399823195,9.711963784977375
260,Pune,2012,Diesel,Manual,First,5.0,3.75,22.9,1248.0,74.0,7.88,maruti,swift,1.3217558399823195,11.695247021764184
261,Hyderabad,2008,Diesel,Manual,First,5.0,2.6,22.0,1582.0,126.2,14.07,hyundai,verna,0.9555114450274363,11.872521139419938
262,Hyderabad,2006,Petrol,Manual,First,5.0,1.75,0.0,1086.0,62.1,4.55,hyundai,santro,0.5596157879354227,11.502875129116727
263,Mumbai,2010,Petrol,Manual,First,5.0,2.8,17.0,1197.0,80.0,10.25,hyundai,i20,1.0296194171811581,10.858998997563564
264,Coimbatore,2017,Diesel,Automatic,First,5.0,61.29,11.57,2987.0,254.79,95.13,mercedes-benz,gle,4.11561669749764,10.302901053215857
265,Bangalore,2014,Diesel,Manual,Second,5.0,18.0,15.8,2148.0,170.0,49.49,mercedes-benz,new,2.8903717578961645,10.950806546816688
266,Hyderabad,2014,Diesel,Manual,First,5.0,4.35,23.2,1248.0,73.94,7.88,maruti,ritz,1.4701758451005926,11.390757830996021
267,Bangalore,2016,Diesel,Manual,First,5.0,13.75,19.67,1582.0,126.2,16.06,hyundai,creta,2.6210388241125804,10.239959789157341
268,Pune,2010,Petrol,Manual,First,5.0,2.0,19.0,998.0,66.1,5.510000000000001,maruti,a-star,0.6931471805599453,11.112447898373103
269,Delhi,2016,Diesel,Manual,First,5.0,10.0,19.64,1461.0,108.45,15.05,renault,duster,2.302585092994046,10.165851817003619
270,Delhi,2010,Diesel,Manual,First,5.0,1.65,17.8,1248.0,76.0,7.88,fiat,grande,0.5007752879124892,11.695247021764184
271,Coimbatore,2017,Diesel,Automatic,First,5.0,45.77,16.55,2993.0,258.0,69.59,bmw,x3,3.8236288546655506,10.858652783792339
272,Bangalore,2010,Petrol,Manual,Second,5.0,3.25,20.36,1197.0,78.9,10.25,hyundai,i10,1.1786549963416462,10.491274217438248
273,Pune,2016,Diesel,Manual,First,7.0,12.8,12.8,2494.0,102.0,24.01,toyota,innova,2.5494451709255714,10.757902880692196
274,Mumbai,2002,Petrol,Manual,Third,5.0,0.55,17.3,993.0,60.0,5.510000000000001,maruti,zen,-0.5978370007556204,11.002099841204238
275,Hyderabad,2018,Diesel,Manual,First,5.0,7.15,28.4,1248.0,74.0,7.88,maruti,swift,1.9671123567059163,10.342548610072807
276,Pune,2013,Diesel,Manual,Second,8.0,7.0,12.05,2179.0,120.0,11.67,mahindra,scorpio,1.9459101490553132,11.56171562913966
277,Pune,2017,Diesel,Manual,First,5.0,3.75,22.95,1248.0,74.0,8.34,tata,zest,1.3217558399823195,11.710956315469362
278,Mumbai,2017,Petrol,Manual,First,5.0,8.5,18.88,999.0,123.24,11.685,ford,ecosport,2.1400661634962708,10.029899914890565
279,Jaipur,2012,Diesel,Manual,First,5.0,4.35,23.4,1248.0,74.0,7.88,maruti,swift,1.4701758451005926,11.198214720130528
280,Kochi,2016,Petrol,Manual,First,5.0,3.26,22.74,796.0,47.3,4.36,maruti,alto,1.1817271953786161,10.380559889496727
281,Jaipur,2011,Petrol,Manual,First,5.0,4.21,17.0,1497.0,118.0,13.58,honda,city,1.43746264769429,10.915088464214607
282,Kochi,2018,Diesel,Automatic,First,7.0,70.36,12.07,2967.0,241.4,101.96000000000001,audi,q7,4.253624919869357,9.331406899955626
283,Mumbai,2009,Diesel,Automatic,Second,5.0,2.95,17.0,1896.0,105.0,25.83,skoda,laura,1.0818051703517284,10.778956289890028
284,Kochi,2012,Petrol,Manual,First,5.0,4.28,17.1,1591.0,121.3,14.254999999999999,hyundai,verna,1.4539530095937054,10.902426824720171
285,Jaipur,2009,Petrol,Automatic,First,5.0,3.57,16.8,1497.0,118.0,13.58,honda,city,1.2725655957915476,11.270114777180543
286,Kolkata,2013,Diesel,Manual,First,5.0,3.11,21.9,1396.0,88.8,10.25,hyundai,i20,1.1346227261911428,10.736396675471232
287,Coimbatore,2014,Petrol,Automatic,First,5.0,5.96,15.0,1396.0,98.6,10.25,hyundai,i20,1.7850704810772584,10.71555046034839
288,Hyderabad,2011,Diesel,Manual,First,5.0,4.7,20.54,1598.0,103.6,13.23,volkswagen,vento,1.547562508716013,11.141861783579396
289,Ahmedabad,2014,Petrol,Manual,First,5.0,6.9,17.4,1497.0,117.3,13.58,honda,city,1.9315214116032138,10.799575577092764
290,Pune,2018,Diesel,Manual,First,5.0,5.25,22.95,1248.0,74.0,8.34,tata,zest,1.6582280766035324,10.714417768752456
291,Pune,2015,Diesel,Automatic,First,5.0,28.0,18.48,1995.0,177.0,67.87,bmw,5,3.332204510175204,11.06663836234181
292,Delhi,2009,Petrol,Manual,First,5.0,1.35,18.9,1061.0,67.0,5.51,maruti,wagon,0.30010459245033816,11.002099841204238
293,Delhi,2015,Petrol,Manual,First,5.0,4.85,18.2,1199.0,88.7,8.85,honda,jazz,1.5789787049493917,11.037756518412273
294,Coimbatore,2012,Diesel,Manual,First,5.0,6.7,15.0,1896.0,105.0,25.83,volkswagen,jetta,1.9021075263969205,10.968301732454014
295,Hyderabad,2010,Petrol,Manual,First,5.0,3.1,20.36,1197.0,78.9,10.25,hyundai,i10,1.1314021114911006,11.211820372186306
296,Kochi,2015,Diesel,Automatic,First,5.0,18.64,19.27,2143.0,170.0,49.49,mercedes-benz,new,2.925309809257445,11.26152389003502
297,Pune,2012,Petrol,Manual,First,5.0,2.8,20.36,1197.0,78.9,8.525,hyundai,i10,1.0296194171811581,10.720510282751615
298,Chennai,2016,Diesel,Manual,First,7.0,20.25,13.68,2393.0,147.8,25.4,toyota,innova,3.0081547935525483,10.778956289890028
299,Kochi,2015,Diesel,Automatic,First,5.0,26.78,17.68,1968.0,174.33,67.1,audi,a6,3.2876553402630266,10.362556616729083
300,Hyderabad,2010,Diesel,Manual,Second,7.0,8.26,12.99,2494.0,100.6,24.01,toyota,innova,2.1114245875328868,11.59910316121128
301,Mumbai,2015,Petrol,Manual,First,5.0,3.89,16.47,1198.0,73.9,10.15,volkswagen,polo,1.358409157630355,10.372803445345365
302,Hyderabad,2011,Petrol,Manual,First,5.0,2.1,20.92,998.0,67.1,4.36,maruti,alto,0.7419373447293773,11.156250521031495
303,Mumbai,2017,Petrol,Automatic,First,5.0,12.69,18.0,1497.0,117.3,16.67,honda,city,2.540814281726296,9.615805480084347
304,Coimbatore,2013,Diesel,Manual,First,5.0,2.58,17.0,1405.0,70.0,7.650000000000001,tata,indigo,0.9477893989335261,10.987628974775781
305,Kochi,2014,Diesel,Automatic,First,5.0,20.77,17.68,1968.0,174.33,67.1,audi,a6,3.033509637888021,11.030460514973196
306,Delhi,2015,Diesel,Automatic,First,5.0,20.26,17.9,2143.0,136.0,41.94,mercedes-benz,gla,3.0086484988205373,10.778956289890028
307,Chennai,2006,Petrol,Manual,Second,5.0,1.5,0.0,1086.0,62.1,4.55,hyundai,santro,0.4054651081081644,10.968198289528557
308,Kolkata,2011,Diesel,Manual,First,5.0,2.5,17.8,1248.0,74.0,7.88,maruti,swift,0.9162907318741551,11.002433118994357
309,Hyderabad,2014,Petrol,Automatic,First,5.0,4.25,23.1,998.0,67.04,5.87,maruti,celerio,1.4469189829363254,11.26208949363911
310,Hyderabad,2017,Diesel,Automatic,First,5.0,57.0,17.9,2143.0,201.15,79.43,mercedes-benz,gle,4.04305126783455,10.275051108968611
311,Delhi,2017,Diesel,Automatic,First,5.0,44.0,12.7,2179.0,187.7,120.0,land,rover,3.784189633918261,10.691944912900398
312,Hyderabad,2011,Diesel,Manual,First,5.0,3.65,20.54,1598.0,103.6,13.23,volkswagen,vento,1.2947271675944,11.595666068509209
313,Hyderabad,2012,Petrol,Manual,First,5.0,2.05,14.0,796.0,35.0,4.36,maruti,omni,0.7178397931503168,11.18151439899016
314,Kochi,2012,Petrol,Manual,First,5.0,3.13,18.5,1198.0,86.8,6.62,honda,brio,1.1410330045520618,11.428793574640473
315,Hyderabad,2000,Diesel,Manual,Second,7.0,1.5,14.07,2956.0,83.1,35.29,tata,sumo,0.4054651081081644,11.970350312009105
316,Pune,2012,Diesel,Manual,First,5.0,2.85,18.0,1248.0,75.0,7.88,tata,indica,1.0473189942805592,11.420623755178358
317,Delhi,2012,Petrol,Manual,First,5.0,2.65,18.9,998.0,67.1,5.51,maruti,wagon,0.9745596399981308,11.082142548877775
318,Hyderabad,2015,Diesel,Manual,First,7.0,10.6,16.0,2179.0,140.0,18.865,mahindra,xuv500,2.3608540011180215,11.389943940555
319,Pune,2008,Diesel,Manual,Second,5.0,1.25,17.1,1396.0,70.0,7.650000000000001,tata,indigo,0.22314355131420976,11.835008964139341
320,Mumbai,2018,Petrol,Manual,First,7.0,8.25,16.02,1373.0,93.7,11.27,maruti,ertiga,2.1102132003465894,9.798127036878302
321,Mumbai,2011,Petrol,Automatic,First,5.0,4.45,11.7,2354.0,177.6,35.879999999999995,honda,accord,1.4929040961781488,11.002099841204238
322,Kolkata,2012,Diesel,Manual,First,5.0,3.7,19.3,1248.0,73.9,7.88,maruti,swift,1.308332819650179,10.778956289890028
323,Hyderabad,2009,Diesel,Manual,First,5.0,2.8,17.8,1399.0,68.0,7.650000000000001,ford,fiesta,1.0296194171811581,11.982929094215963
324,Kolkata,2008,Petrol,Manual,First,5.0,1.8,17.7,1497.0,78.0,13.58,honda,city,0.5877866649021191,10.596634733096073
325,Kochi,2014,Diesel,Automatic,First,5.0,21.95,17.68,1968.0,174.33,67.1,audi,a6,3.08876713952118,10.849239994559902
326,Mumbai,2011,Diesel,Automatic,First,4.0,49.0,9.52,2993.0,313.0,127.95666666666666,bmw,6,3.8918202981106265,10.308952660644293
327,Coimbatore,2017,Diesel,Automatic,First,7.0,62.67,14.75,2967.0,245.0,104.0,audi,q7,4.137882864236584,11.486889450419387
328,Pune,2008,CNG,Manual,First,5.0,1.4,26.3,998.0,67.1,4.7,maruti,zen,0.3364722366212129,10.657165232836105
329,Pune,2012,Diesel,Manual,First,5.0,5.5,23.0,1396.0,90.0,10.25,hyundai,i20,1.7047480922384253,11.326595886778735
330,Bangalore,2009,Petrol,Automatic,Third,5.0,2.95,16.95,1197.0,78.9,10.25,hyundai,i10,1.0818051703517284,10.51867319162636
331,Kochi,2016,Petrol,Automatic,First,5.0,6.86,19.0,1199.0,88.7,9.6,honda,jazz,1.925707441737794,10.25776462387486
332,Hyderabad,2015,Diesel,Manual,First,5.0,6.15,25.2,1248.0,74.0,7.88,maruti,swift,1.8164520818184267,11.244993730865884
333,Pune,2011,Petrol,Manual,Second,5.0,3.3,18.5,1197.0,82.85,10.25,hyundai,i20,1.1939224684724346,11.27912533346749
334,Kolkata,2011,Petrol,Manual,First,5.0,2.55,16.47,1198.0,73.9,10.15,volkswagen,polo,0.9360933591703348,10.373491181781864
335,Ahmedabad,2009,Petrol,Manual,First,5.0,1.5,19.7,796.0,46.3,4.36,maruti,alto,0.4054651081081644,10.46310334047155
336,Chennai,2004,Petrol,Automatic,Second,5.0,2.5,11.3,1794.0,125.0,21.085,toyota,corolla,0.9162907318741551,11.56171562913966
337,Chennai,2006,Petrol,Manual,Second,5.0,1.4,19.7,796.0,46.3,4.36,maruti,alto,0.3364722366212129,10.933106969717286
338,Pune,2012,Diesel,Manual,First,5.0,3.4,21.12,1248.0,88.8,11.270000000000001,tata,manza,1.2237754316221157,11.198214720130528
339,Pune,2012,Petrol,Manual,First,5.0,2.25,19.7,796.0,46.3,4.36,maruti,alto,0.8109302162163288,10.545341438708522
340,Kolkata,2013,Diesel,Automatic,First,5.0,7.5,19.3,1968.0,141.0,25.83,skoda,octavia,2.0149030205422647,13.560618308335483
341,Kolkata,2008,Petrol,Automatic,First,5.0,2.8,11.3,1794.0,125.0,21.085,toyota,corolla,1.0296194171811581,11.289781913656018
342,Coimbatore,2016,Petrol,Manual,First,5.0,7.66,18.6,1197.0,81.83,10.25,hyundai,i20,2.0360119837525,10.125550520230094
343,Chennai,2016,Diesel,Manual,First,5.0,7.15,24.3,1248.0,88.5,9.12,maruti,vitara,1.9671123567059163,10.714417768752456
344,Delhi,2010,Petrol,Manual,First,5.0,3.5,17.0,1497.0,118.0,13.58,honda,city,1.252762968495368,11.378593752174936
345,Hyderabad,2014,Diesel,Manual,Second,5.0,3.5,18.0,1248.0,75.0,7.88,tata,indica,1.252762968495368,11.80517708113638
346,Kolkata,2013,Diesel,Manual,First,5.0,3.45,25.8,1498.0,98.6,8.54,honda,amaze,1.2383742310432684,10.950806546816688
347,Coimbatore,2016,Petrol,Manual,First,5.0,3.55,21.1,814.0,55.2,4.13,hyundai,eon,1.2669476034873244,10.236525326708707
348,Kochi,2015,Diesel,Automatic,Second,5.0,25.99,21.76,1995.0,190.0,58.67,bmw,3,3.2577118486533987,10.332571526242926
349,Bangalore,2012,Diesel,Manual,First,5.0,5.25,22.32,1582.0,126.32,14.254999999999999,hyundai,verna,1.6582280766035324,11.289781913656018
350,Ahmedabad,2013,Diesel,Manual,First,5.0,2.9,21.02,1248.0,88.8,11.270000000000001,tata,manza,1.0647107369924282,10.764350137500665
351,Jaipur,2005,Petrol,Automatic,First,5.0,2.05,14.45,1984.0,227.0,28.37,skoda,octavia,0.7178397931503168,11.512925464970229
352,Pune,2017,Petrol,Manual,First,5.0,3.75,24.07,998.0,67.1,4.48,maruti,alto,1.3217558399823195,10.308952660644293
353,Mumbai,2014,Diesel,Manual,First,5.0,6.75,22.7,1498.0,89.84,11.685,ford,ecosport,1.9095425048844386,11.127262984158243
354,Kolkata,2011,Petrol,Manual,Second,5.0,0.95,18.0,995.0,62.0,5.510000000000001,chevrolet,spark,-0.05129329438755058,9.95227771670556
355,Hyderabad,2017,Diesel,Automatic,First,5.0,52.0,19.33,1999.0,177.0,72.64,jaguar,xf,3.9512437185814275,9.95227771670556
356,Jaipur,2007,Petrol,Manual,Third,5.0,3.91,13.1,1997.0,141.1,33.51,honda,cr-v,1.3635373739972745,11.686878772093667
357,Kochi,2019,Petrol,Automatic,First,5.0,27.3,14.67,1798.0,177.46,36.15,skoda,superb,3.3068867021909143,9.52857589747142
358,Chennai,2009,Petrol,Manual,First,5.0,2.7,20.36,1197.0,78.9,10.25,hyundai,i10,0.9932517730102834,13.337474757021274
359,Delhi,2013,Diesel,Manual,First,5.0,3.5,22.9,1248.0,74.0,7.88,maruti,swift,1.252762968495368,11.156250521031495
360,Mumbai,2016,Petrol,Automatic,First,5.0,6.2,18.5,1197.0,83.14,7.88,maruti,swift,1.824549292051046,9.798127036878302
361,Chennai,2011,Diesel,Manual,First,5.0,2.75,23.08,1461.0,63.1,9.47,nissan,micra,1.0116009116784799,11.326595886778735
362,Mumbai,2015,Diesel,Manual,First,5.0,3.25,23.4,1248.0,74.0,7.88,maruti,swift,1.1786549963416462,11.77528972943772
363,Pune,2012,Diesel,Manual,First,5.0,3.25,17.8,1399.0,67.0,7.650000000000001,ford,fiesta,1.1786549963416462,11.057219140425318
364,Kolkata,2003,Petrol,Manual,First,5.0,0.65,17.3,993.0,60.0,5.510000000000001,maruti,zen,-0.4307829160924542,11.082142548877775
365,Pune,2017,Petrol,Manual,First,5.0,35.0,13.8,1998.0,192.0,44.59,mini,clubman,3.5553480614894135,9.030016817844901
366,Kolkata,2014,Diesel,Manual,First,5.0,3.25,23.59,1364.0,67.05,8.525,toyota,etios,1.1786549963416462,10.714417768752456
367,Kolkata,2018,Petrol,Manual,First,5.0,2.9,24.7,796.0,47.3,4.36,maruti,alto,1.0647107369924282,10.173514689749188
368,Bangalore,2011,Petrol,Manual,Third,5.0,2.9,18.9,796.0,47.0,4.36,maruti,alto,1.0647107369924282,9.305650551780507
369,Bangalore,2009,Diesel,Automatic,Second,5.0,17.75,11.0,2993.0,235.0,67.87,bmw,x5,2.8763855159214247,11.407564949312402
